group,op,workload,threads,n,go_ns_per_op_median,go_ns_per_op_mad,go_variation,rust_ns_per_op_median,rust_ns_per_op_mad,rust_variation,median_ratio_go_over_rust,ratio_ci_low,ratio_ci_high,mann_whitney_u,p_value,p_method,bytes_kind,go_bytes_per_s_median,rust_bytes_per_s_median,go_ops_per_s_median,rust_ops_per_s_median,go_cpu_ns_per_op_median,rust_cpu_ns_per_op_median,item_bytes,items,content,entries,depth,width,shape,files,objects,workers,sweep,series
fstree,fstree.decode_dir_leaf,entries-128-partial-change,1,1,383.3568115234375,0.0,0.0,223.256103515625,0.0,0.0,1.7171168245199064,1.7171168245199064,1.7171168245199064,1.0,1.0,exact,encoded,216549236.91091016,371840338.0366709,2608535.8859962826,4479160.857208157,444.7021484375,222.7783203125,10626,64,partial-change,128,,,leaf,,,1,entries,partial-change
fstree,fstree.decode_dir_leaf,entries-128-with-xattrs,1,1,369.587890625,0.0,0.0,221.885009765625,0.0,0.0,1.6656730935334123,1.6656730935334123,1.6656730935334123,1.0,1.0,exact,encoded,224616734.22149882,374138050.5500962,2705716.354258597,4506838.930021863,368.7744140625,221.6796875,10626,64,structured,128,,,leaf,,,1,entries,with-xattrs
fstree,fstree.decode_dir_leaf,entries-8,1,1,375.58203125,0.0,0.0,216.33203125,0.0,0.0,1.7361369422726205,1.7361369422726205,1.7361369422726205,1.0,1.0,exact,encoded,197360346.96148685,342644589.29957926,2662534.191723263,4622523.970314729,380.859375,212.890625,593,64,structured,8,,,leaf,,,1,entries,plain
fstree,fstree.decode_dir_node,pairs-1024,1,1,175.43032836914062,0.0,0.0,96.89117431640625,0.0,0.0,1.8105914146138655,1.8105914146138655,1.8105914146138655,1.0,1.0,exact,encoded,285030132.20316046,516073110.27329737,5700268.643947353,10320857.467723697,182.2662353515625,96.4813232421875,51203,64,structured,1024,,,index,,,1,entries,plain
fstree,fstree.decode_dir_node,pairs-128,1,1,168.0040283203125,0.0,0.0,98.518310546875,0.0,0.0,1.705307646748329,1.705307646748329,1.705307646748329,1.0,1.0,exact,encoded,297704915.1740659,507678468.3208973,5952238.229034745,10150397.367240682,168.701171875,98.388671875,6402,64,structured,128,,,index,,,1,entries,plain
fstree,fstree.decode_dir_node,pairs-8,1,1,189.150390625,0.0,0.0,87.7265625,0.0,0.0,2.1561358981209366,2.1561358981209366,2.1561358981209366,1.0,1.0,exact,encoded,265000774.4333729,571377682.7856443,5286798.492436367,11399056.015673703,195.3125,89.84375,401,64,structured,8,,,index,,,1,entries,plain
fstree,fstree.decode_file_node,children-1024,1,1,86.24400329589844,0.0,0.0,69.43989562988281,0.0,0.0,1.2419950017722108,1.2419950017722108,1.2419950017722108,1.0,1.0,exact,encoded,394264277.9560895,489674262.5987928,11595009.064793235,14400943.303976674,86.029052734375,69.1375732421875,34819,64,structured,1024,,,file-index,,,1,entries,plain
fstree,fstree.decode_file_node,children-128,1,1,88.74853515625,0.0,0.0,67.7943115234375,0.0,0.0,1.3090852781293947,1.3090852781293947,1.3090852781293947,1.0,1.0,exact,encoded,383280974.0477671,501747480.5130264,11267791.611877397,14750500.116138581,89.599609375,67.626953125,4354,64,structured,128,,,file-index,,,1,entries,plain
fstree,fstree.decode_file_node,children-65536,1,1,99.9363420009613,0.0,0.0,70.11217331886292,0.0,0.0,1.4253778947410622,1.4253778947410622,1.4253778947410622,1.0,1.0,exact,encoded,340217338.4895183,484938273.69059694,10006369.854825994,14262858.397672305,101.27997398376465,69.80443000793457,2228229,64,structured,65536,,,file-index,,,1,entries,plain
fstree,fstree.decode_file_node,children-8,1,1,110.583984375,0.0,0.0,67.138671875,0.0,0.0,1.6470981818181818,1.6470981818181818,1.6470981818181818,1.0,1.0,exact,encoded,308588989.5618079,508276363.6363636,9042900.793020012,14894545.454545455,117.1875,68.359375,273,64,structured,8,,,file-index,,,1,entries,plain
