core,op,workload,rep,name,value
go,fstree.lookup_entry,width-40000/miss,0,go.heap_alloc_bytes,70256
go,fstree.lookup_entry,width-40000/miss,0,go.mallocs,2007
go,fstree.lookup_entry,width-4096/hit,0,go.heap_alloc_bytes,12861552
go,fstree.lookup_entry,width-4096/hit,0,go.mallocs,118410
go,fstree.lookup_entry,width-4096/miss,0,go.heap_alloc_bytes,527856
go,fstree.lookup_entry,width-4096/miss,0,go.mallocs,11207
go,fstree.reachable_keys,deep,0,go.heap_alloc_bytes,47304
go,fstree.reachable_keys,deep,0,go.mallocs,429
go,fstree.reachable_keys,file-corpus,0,go.heap_alloc_bytes,1664
go,fstree.reachable_keys,file-corpus,0,go.mallocs,23
go,fstree.reachable_keys,width-16,0,go.heap_alloc_bytes,10504
go,fstree.reachable_keys,width-16,0,go.mallocs,63
go,fstree.reachable_keys,width-256,0,go.heap_alloc_bytes,176440
go,fstree.reachable_keys,width-256,0,go.mallocs,590
go,fstree.reachable_keys,width-40000,0,go.heap_alloc_bytes,31771528
go,fstree.reachable_keys,width-40000,0,go.mallocs,84018
go,fstree.reachable_keys,width-4096,0,go.heap_alloc_bytes,3105136
go,fstree.reachable_keys,width-4096,0,go.mallocs,8653
go,fstree.resolve_entry,depth-1,0,go.heap_alloc_bytes,1222656
go,fstree.resolve_entry,depth-1,0,go.mallocs,12032
go,fstree.resolve_entry,depth-12,0,go.heap_alloc_bytes,3141632
go,fstree.resolve_entry,depth-12,0,go.mallocs,37376
go,fstree.resolve_entry,depth-24,0,go.heap_alloc_bytes,5234688
go,fstree.resolve_entry,depth-24,0,go.mallocs,65024
go,fstree.resolve_entry,depth-4,0,go.heap_alloc_bytes,1748992
go,fstree.resolve_entry,depth-4,0,go.mallocs,18944
go,fstree.resolve_path,depth-1,0,go.heap_alloc_bytes,126976
go,fstree.resolve_path,depth-1,0,go.mallocs,2048
go,fstree.resolve_path,depth-12,0,go.heap_alloc_bytes,1523712
go,fstree.resolve_path,depth-12,0,go.mallocs,24576
go,fstree.resolve_path,depth-24,0,go.heap_alloc_bytes,3047424
go,fstree.resolve_path,depth-24,0,go.mallocs,49152
go,fstree.resolve_path,depth-4,0,go.heap_alloc_bytes,507904
go,fstree.resolve_path,depth-4,0,go.mallocs,8192
go,fstree.write_content,file-corpus,0,go.heap_alloc_bytes,416
go,fstree.write_content,file-corpus,0,go.mallocs,9
go,gc.begin_write,gate-span,0,go.heap_alloc_bytes,163840
go,gc.begin_write,gate-span,0,go.mallocs,8192
go,gc.close,idle,0,go.heap_alloc_bytes,0
go,gc.close,idle,0,go.mallocs,0
go,gc.open,populated,0,go.heap_alloc_bytes,10632
go,gc.open,populated,0,go.mallocs,16
go,gc.prepare_ref,missing-root,0,go.heap_alloc_bytes,70488
go,gc.prepare_ref,missing-root,0,go.mallocs,1160
go,gc.prepare_ref,tree-root/abort,0,go.heap_alloc_bytes,317504
go,gc.prepare_ref,tree-root/abort,0,go.mallocs,1895
go,gc.prepare_ref,tree-root/commit,0,go.heap_alloc_bytes,316000
go,gc.prepare_ref,tree-root/commit,0,go.mallocs,1889
go,gc.release_ref,batch,0,go.heap_alloc_bytes,0
go,gc.release_ref,batch,0,go.mallocs,0
go,gc.run,nothing-to-reclaim,0,go.heap_alloc_bytes,200488
go,gc.run,nothing-to-reclaim,0,go.mallocs,1046
go,gc.run,reclaimable-packs,0,go.heap_alloc_bytes,391336
go,gc.run,reclaimable-packs,0,go.mallocs,1220
go,gc.status,mark+score,0,go.heap_alloc_bytes,312432
go,gc.status,mark+score,0,go.mallocs,1155
go,gc.why,live-root,0,go.heap_alloc_bytes,36144
go,gc.why,live-root,0,go.mallocs,103
go,gc.wipe,store-reset,0,go.heap_alloc_bytes,37432
go,gc.wipe,store-reset,0,go.mallocs,98
go,inbox.close,drained,0,go.heap_alloc_bytes,987664
go,inbox.close,drained,0,go.mallocs,200
go,inbox.commit,packs/duplicate,0,go.heap_alloc_bytes,7168
go,inbox.commit,packs/duplicate,0,go.mallocs,56
go,inbox.discard,packs,0,go.heap_alloc_bytes,896
go,inbox.discard,packs,0,go.mallocs,8
go,inbox.drain,packs/new,0,go.heap_alloc_bytes,7678424
go,inbox.drain,packs/new,0,go.mallocs,4276
go,inbox.open,empty,0,go.heap_alloc_bytes,12368
go,inbox.open,empty,0,go.mallocs,42
go,inbox.open,sweeps-staged-tmp-files,0,go.heap_alloc_bytes,14160
go,inbox.open,sweeps-staged-tmp-files,0,go.mallocs,70
go,inbox.stage,packs,0,go.heap_alloc_bytes,96320
go,inbox.stage,packs,0,go.mallocs,144
go,ingest.dir,single-file/jobs-1,0,go.heap_alloc_bytes,3274928
go,ingest.dir,single-file/jobs-1,0,go.mallocs,322
go,ingest.dir,tree/fresh-store/jobs-1,0,go.heap_alloc_bytes,727098464
go,ingest.dir,tree/fresh-store/jobs-1,0,go.mallocs,11533
go,ingest.dir,tree/fresh-store/jobs-N,0,go.heap_alloc_bytes,727165080
go,ingest.dir,tree/fresh-store/jobs-N,0,go.mallocs,11902
go,ingest.dir,tree/incremental-change/jobs-1,0,go.heap_alloc_bytes,727992560
go,ingest.dir,tree/incremental-change/jobs-1,0,go.mallocs,10605
go,ingest.dir,tree/incremental-change/jobs-N,0,go.heap_alloc_bytes,728040832
go,ingest.dir,tree/incremental-change/jobs-N,0,go.mallocs,10914
go,ingest.dir,tree/unchanged-repeat/jobs-1,0,go.heap_alloc_bytes,710953352
go,ingest.dir,tree/unchanged-repeat/jobs-1,0,go.mallocs,10354
go,ingest.dir,tree/unchanged-repeat/jobs-N,0,go.heap_alloc_bytes,711034224
go,ingest.dir,tree/unchanged-repeat/jobs-N,0,go.mallocs,10716
go,ingest.objects,tree/jobs-1,0,go.heap_alloc_bytes,710901216
go,ingest.objects,tree/jobs-1,0,go.mallocs,9882
go,ingest.objects,tree/jobs-N,0,go.heap_alloc_bytes,710923952
go,ingest.objects,tree/jobs-N,0,go.mallocs,10118
go,ingest.scan,filtered/jobs-1,0,go.heap_alloc_bytes,259816
go,ingest.scan,filtered/jobs-1,0,go.mallocs,3009
go,ingest.scan,filtered/jobs-N,0,go.heap_alloc_bytes,253616
go,ingest.scan,filtered/jobs-N,0,go.mallocs,3057
go,ingest.scan,unfiltered/jobs-1,0,go.heap_alloc_bytes,219096
go,ingest.scan,unfiltered/jobs-1,0,go.mallocs,2575
go,key.accessors,type+length+length_size+hash,0,go.heap_alloc_bytes,0
go,key.accessors,type+length+length_size+hash,0,go.mallocs,0
go,key.new,1MiB-duplicate,0,go.heap_alloc_bytes,0
go,key.new,1MiB-duplicate,0,go.mallocs,0
go,key.new,1MiB-random,0,go.heap_alloc_bytes,0
go,key.new,1MiB-random,0,go.mallocs,0
go,key.new,1MiB-text,0,go.heap_alloc_bytes,0
go,key.new,1MiB-text,0,go.mallocs,0
go,key.new,4KiB-duplicate,0,go.heap_alloc_bytes,0
go,key.new,4KiB-duplicate,0,go.mallocs,0
go,key.new,4KiB-random,0,go.heap_alloc_bytes,0
go,key.new,4KiB-random,0,go.mallocs,0
go,key.new,4KiB-text,0,go.heap_alloc_bytes,0
go,key.new,4KiB-text,0,go.mallocs,0
go,key.new,empty,0,go.heap_alloc_bytes,0
go,key.new,empty,0,go.mallocs,0
go,key.new,large-8MiB-duplicate,0,go.heap_alloc_bytes,0
go,key.new,large-8MiB-duplicate,0,go.mallocs,0
go,key.new,large-8MiB-random,0,go.heap_alloc_bytes,0
go,key.new,large-8MiB-random,0,go.mallocs,0
go,key.new,large-8MiB-text,0,go.heap_alloc_bytes,0
go,key.new,large-8MiB-text,0,go.mallocs,0
go,key.new,tiny-64B-duplicate,0,go.heap_alloc_bytes,0
go,key.new,tiny-64B-duplicate,0,go.mallocs,0
go,key.new,tiny-64B-random,0,go.heap_alloc_bytes,0
go,key.new,tiny-64B-random,0,go.mallocs,0
go,key.new,tiny-64B-text,0,go.heap_alloc_bytes,0
go,key.new,tiny-64B-text,0,go.mallocs,0
go,key.new_from_hash,batch,0,go.heap_alloc_bytes,0
go,key.new_from_hash,batch,0,go.mallocs,0
go,key.parse,canonical,0,go.heap_alloc_bytes,0
go,key.parse,canonical,0,go.mallocs,0
go,key.parse,malformed,0,go.heap_alloc_bytes,38488
go,key.parse,malformed,0,go.mallocs,1031
go,key.string,hex,0,go.heap_alloc_bytes,25600
go,key.string,hex,0,go.mallocs,400
go,key.type_string,names,0,go.heap_alloc_bytes,0
go,key.type_string,names,0,go.mallocs,0
go,key.validate,canonical,0,go.heap_alloc_bytes,0
go,key.validate,canonical,0,go.mallocs,0
go,packstore.append_record,pre-encoded+sync,0,go.heap_alloc_bytes,17656
go,packstore.append_record,pre-encoded+sync,0,go.mallocs,20
go,packstore.barrier,begin+observe+abort,0,go.heap_alloc_bytes,160328
go,packstore.barrier,begin+observe+abort,0,go.mallocs,22
go,packstore.close,populated,0,go.heap_alloc_bytes,0
go,packstore.close,populated,0,go.mallocs,0
go,packstore.compact,90-percent-dead,0,go.heap_alloc_bytes,156856
go,packstore.compact,90-percent-dead,0,go.mallocs,245
go,packstore.compact,nothing-dead,0,go.heap_alloc_bytes,86632
go,packstore.compact,nothing-dead,0,go.mallocs,29
go,packstore.get,hit,0,go.heap_alloc_bytes,1934408
go,packstore.get,hit,0,go.mallocs,248
go,packstore.get,miss,0,go.heap_alloc_bytes,0
go,packstore.get,miss,0,go.mallocs,0
go,packstore.get_record,hit,0,go.heap_alloc_bytes,817280
go,packstore.get_record,hit,0,go.mallocs,200
go,packstore.has,hit,0,go.heap_alloc_bytes,0
go,packstore.has,hit,0,go.mallocs,0
go,packstore.has,miss,0,go.heap_alloc_bytes,0
go,packstore.has,miss,0,go.mallocs,0
go,packstore.has_outside,sealed-segment,0,go.heap_alloc_bytes,0
go,packstore.has_outside,sealed-segment,0,go.mallocs,0
go,packstore.liveness,tenth-live,0,go.heap_alloc_bytes,9848
go,packstore.liveness,tenth-live,0,go.mallocs,6
go,packstore.mark_set_contains,all-keys,0,go.heap_alloc_bytes,94488
go,packstore.mark_set_contains,all-keys,0,go.mallocs,26
