core,group,op,workload,threads,n,ops_per_call,bytes_per_call,bytes_kind,ns_per_op_min,ns_per_op_p25,ns_per_op_median,ns_per_op_p75,ns_per_op_max,ns_per_op_mad,variation,cpu_ns_per_op_median,ops_per_s_median,bytes_per_s_median,entries_per_s_median,objects_per_s_median,max_rss_kib_max,item_bytes,items,content,entries,depth,width,shape,files,objects,workers,sweep,series
go,fstree,fstree.decode_dir_leaf,entries-128-with-xattrs,1,7,8192,680064,encoded,367.985595703125,369.85076904296875,370.206787109375,385.527099609375,400.2457275390625,0.7545166015625,0.0020380949994295576,370.9716796875,2701193.0489123017,224241229.20111027,2701193.0489123017,,1813432.0,10626,64,structured,128,,,leaf,,,1,entries,with-xattrs
go,fstree,fstree.decode_dir_leaf,entries-8,1,7,512,37952,encoded,368.046875,373.5068359375,374.330078125,379.19140625,381.470703125,2.7578125,0.007367328091329823,386.71875,2671439.0812754035,198020421.8995393,2671439.0812754035,,1813432.0,593,64,structured,8,,,leaf,,,1,entries,plain
go,fstree,fstree.decode_dir_node,pairs-1024,1,7,65536,3276992,encoded,167.74583435058594,168.55838012695312,169.32705688476562,170.00706481933594,170.69671630859375,0.9122314453125,0.005387393261865485,168.9453125,5905730.710718862,295303837.48138463,5905730.710718862,,1813432.0,51203,64,structured,1024,,,index,,,1,entries,plain
go,fstree,fstree.decode_dir_node,pairs-128,1,7,8192,409728,encoded,165.8514404296875,166.33831787109375,167.4952392578125,168.60882568359375,173.6826171875,1.4835205078125,0.008857090591864712,167.236328125,5970318.944174749,298609233.4422402,5970318.944174749,,1813432.0,6402,64,structured,128,,,index,,,1,entries,plain
go,fstree,fstree.decode_dir_node,pairs-8,1,7,512,25664,encoded,185.626953125,186.6259765625,187.60546875,189.7470703125,205.021484375,1.818359375,0.009692464655298062,201.171875,5330335.019884648,267183042.871718,5330335.019884648,,1813432.0,401,64,structured,8,,,index,,,1,entries,plain
go,fstree,fstree.decode_file_node,children-1024,1,7,65536,2228416,encoded,85.53219604492188,85.97271728515625,86.02232360839844,89.79899597167969,91.46270751953125,0.4901275634765625,0.005697678729393342,85.968017578125,11624889.424660567,395280297.7316956,11624889.424660567,,1813432.0,34819,64,structured,1024,,,file-index,,,1,entries,plain
go,fstree,fstree.decode_file_node,children-128,1,7,8192,278656,encoded,86.0677490234375,86.6444091796875,87.41552734375,88.86053466796875,93.6102294921875,0.89892578125,0.01028336507901043,87.646484375,11439615.253565105,389125662.60955054,11439615.253565105,,1813432.0,4354,64,structured,128,,,file-index,,,1,entries,plain
go,fstree,fstree.decode_file_node,children-65536,1,7,4194304,142606656,encoded,88.48835754394531,88.81651663780212,89.04858088493347,89.11021554470062,89.25031304359436,0.07684159278869629,0.0008629176571380653,88.95421028137207,11229825.226436533,381814914.4665138,11229825.226436533,,1813432.0,2228229,64,structured,65536,,,file-index,,,1,entries,plain
go,fstree,fstree.decode_file_node,children-8,1,7,512,17472,encoded,107.94140625,108.8701171875,110.54296875,112.5478515625,116.6484375,2.23046875,0.020177391427258915,119.140625,9046256.051450582,308703487.7557511,9046256.051450582,,1813432.0,273,64,structured,8,,,file-index,,,1,entries,plain
go,fstree,fstree.dir_builder,entries-16,1,7,16,0,,1159.125,1294.96875,1363.25,1827.5625,2296.875,123.375,0.09050064184852374,1562.5,733541.1699981662,,733541.1699981662,,1813432.0,,,structured,16,1,16,wide,,,1,entries,plain
go,fstree,fstree.dir_builder,entries-256,1,7,256,0,,532.69921875,545.296875,545.609375,552.1875,581.97265625,4.85546875,0.008899166642801912,558.59375,1832813.0817033707,,1832813.0817033707,,1813432.0,,,structured,256,1,256,wide,,,1,entries,plain
go,fstree,fstree.dir_builder,entries-40000,1,7,40000,0,,479.604175,482.4900625,496.599125,501.8452625,510.8654,13.494025000000022,0.0271728730895368,518.875,2013696.6612657644,,2013696.6612657644,,1813432.0,,,structured,40000,1,40000,wide,,,1,entries,plain
go,fstree,fstree.dir_builder,entries-4096,1,7,4096,0,,474.289794921875,478.1314697265625,482.15380859375,485.914794921875,492.73095703125,5.26611328125,0.010922060942770831,478.515625,2074026.964375954,,2074026.964375954,,1813432.0,,,structured,4096,1,4096,wide,,,1,entries,plain
go,fstree,fstree.encode_blob,1MiB-duplicate,1,7,4,4194304,payload,189409.25,190630.375,192750.75,192832.125,194331.25,1580.5,0.008199708691146468,192500.0,5188.047257922472,5440061841.523314,,,1813432.0,1048576,4,duplicate,,,,,,,1,item_bytes,duplicate
go,fstree,fstree.encode_blob,1MiB-random,1,7,4,4194304,payload,189767.5,192988.75,202469.25,212513.375,219842.5,10565.0,0.052180763251703656,226750.0,4939.021604515254,5178939517.976187,,,1813432.0,1048576,4,random,,,,,,,1,item_bytes,random
go,fstree,fstree.encode_blob,1MiB-text,1,7,4,4194304,payload,190346.25,191479.5,205397.5,213410.25,227053.75,13543.5,0.06593799827164401,205000.0,4868.608429995496,5105105953.090958,,,1813432.0,1048576,4,text,,,,,,,1,item_bytes,text
